ensembl_gene_id,chromosome_name,external_gene_name,transcript_count,description
ENSG00000186510,1,CLCNKA,8,"chloride channel, voltage-sensitive Ka [Source:HGNC Symbol;Acc:2026]"
ENSG00000186513,11,OR9Q2,1,"olfactory receptor, family 9, subfamily Q, member 2 [Source:HGNC Symbol;Acc:15328]"
ENSG00000186517,1,ARHGAP30,7,Rho GTPase activating protein 30 [Source:HGNC Symbol;Acc:27414]
ENSG00000186529,19,CYP4F3,9,"cytochrome P450, family 4, subfamily F, polypeptide 3 [Source:HGNC Symbol;Acc:2646]"
ENSG00000186562,8,DEFB105A,1,"defensin, beta 105A [Source:HGNC Symbol;Acc:18087]"
ENSG00000186567,19,CEACAM19,9,carcinoembryonic antigen-related cell adhesion molecule 19 [Source:HGNC Symbol;Acc:31951]
ENSG00000186572,8,DEFB107A,1,"defensin, beta 107A [Source:HGNC Symbol;Acc:18086]"
ENSG00000186579,8,DEFB106A,1,"defensin, beta 106A [Source:HGNC Symbol;Acc:18088]"
ENSG00000186583,8,SPATC1,2,spermatogenesis and centriole associated 1 [Source:HGNC Symbol;Acc:30510]
ENSG00000186599,8,DEFB105B,1,"defensin, beta 105B [Source:HGNC Symbol;Acc:29930]"
ENSG00000186628,15,FSD2,3,fibronectin type III and SPRY domain containing 2 [Source:HGNC Symbol;Acc:18024]
ENSG00000186652,11,PRG2,4,"proteoglycan 2, bone marrow (natural killer cell activator, eosinophil granule major basic protein) [Source:HGNC Symbol;Acc:9362]"
ENSG00000186675,X,MAGEE2,1,"melanoma antigen family E, 2 [Source:HGNC Symbol;Acc:24935]"
ENSG00000186714,11,CCDC73,4,coiled-coil domain containing 73 [Source:HGNC Symbol;Acc:23261]
ENSG00000186723,19,OR10H1,1,"olfactory receptor, family 10, subfamily H, member 1 [Source:HGNC Symbol;Acc:8172]"
ENSG00000186732,22,MPPED1,10,metallophosphoesterase domain containing 1 [Source:HGNC Symbol;Acc:1306]
ENSG00000186765,17,FSCN2,3,"fascin homolog 2, actin-bundling protein, retinal (Strongylocentrotus purpuratus) [Source:HGNC Symbol;Acc:3960]"
ENSG00000186766,10,FOXI2,1,forkhead box I2 [Source:HGNC Symbol;Acc:32448]
ENSG00000186790,1,FOXE3,1,forkhead box E3 [Source:HGNC Symbol;Acc:3808]
ENSG00000186792,3,HYAL3,6,hyaluronoglucosaminidase 3 [Source:HGNC Symbol;Acc:5322]
ENSG00000186795,10,KCNK18,1,"potassium channel, subfamily K, member 18 [Source:HGNC Symbol;Acc:19439]"
ENSG00000186803,9,IFNA10,1,"interferon, alpha 10 [Source:HGNC Symbol;Acc:5418]"
ENSG00000186807,10,ANXA8L2,4,annexin A8-like 2 [Source:HGNC Symbol;Acc:23335]
ENSG00000186810,X,CXCR3,2,chemokine (C-X-C motif) receptor 3 [Source:HGNC Symbol;Acc:4540]
ENSG00000186818,19,LILRB4,10,"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 4 [Source:HGNC Symbol;Acc:6608]"
ENSG00000186825,2,C2orf27B,1,chromosome 2 open reading frame 27B [Source:HGNC Symbol;Acc:33824]
ENSG00000186827,1,TNFRSF4,3,"tumor necrosis factor receptor superfamily, member 4 [Source:HGNC Symbol;Acc:11918]"
ENSG00000186832,17,KRT16,4,keratin 16 [Source:HGNC Symbol;Acc:6423]
ENSG00000186844,1,LCE1A,1,late cornified envelope 1A [Source:HGNC Symbol;Acc:29459]
ENSG00000186847,17,KRT14,3,keratin 14 [Source:HGNC Symbol;Acc:6416]
ENSG00000186860,17,KRTAP17-1,1,keratin associated protein 17-1 [Source:HGNC Symbol;Acc:18917]
ENSG00000186867,4,QRFPR,4,pyroglutamylated RFamide peptide receptor [Source:HGNC Symbol;Acc:15565]
ENSG00000186881,9,OR13F1,1,"olfactory receptor, family 13, subfamily F, member 1 [Source:HGNC Symbol;Acc:14723]"
ENSG00000186891,1,TNFRSF18,4,"tumor necrosis factor receptor superfamily, member 18 [Source:HGNC Symbol;Acc:11914]"
ENSG00000186895,11,FGF3,1,fibroblast growth factor 3 [Source:HGNC Symbol;Acc:3681]
ENSG00000186897,12,C1QL4,1,"complement component 1, q subcomponent-like 4 [Source:HGNC Symbol;Acc:31416]"
ENSG00000186910,14,SERPINA11,1,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 11 [Source:HGNC Symbol;Acc:19193]"
ENSG00000186912,X,P2RY4,1,"pyrimidinergic receptor P2Y, G-protein coupled, 4 [Source:HGNC Symbol;Acc:8542]"
ENSG00000186919,17,ZACN,7,zinc activated ligand-gated ion channel [Source:HGNC Symbol;Acc:29504]
ENSG00000186924,21,KRTAP22-1,1,keratin associated protein 22-1 [Source:HGNC Symbol;Acc:18947]
ENSG00000186925,21,KRTAP19-6,1,keratin associated protein 19-6 [Source:HGNC Symbol;Acc:18941]
ENSG00000186930,21,KRTAP6-2,1,keratin associated protein 6-2 [Source:HGNC Symbol;Acc:18932]
ENSG00000186943,9,OR13C8,1,"olfactory receptor, family 13, subfamily C, member 8 [Source:HGNC Symbol;Acc:15103]"
ENSG00000186960,14,C14orf23,4,chromosome 14 open reading frame 23 [Source:HGNC Symbol;Acc:19828]
ENSG00000186965,21,KRTAP19-2,1,keratin associated protein 19-2 [Source:HGNC Symbol;Acc:18937]
ENSG00000186967,21,KRTAP19-4,1,keratin associated protein 19-4 [Source:HGNC Symbol;Acc:18939]
ENSG00000186970,21,KRTAP15-1,1,keratin associated protein 15-1 [Source:HGNC Symbol;Acc:18927]
ENSG00000186971,21,KRTAP13-4,1,keratin associated protein 13-4 [Source:HGNC Symbol;Acc:18926]
ENSG00000186973,1,FAM183A,6,"family with sequence similarity 183, member A [Source:HGNC Symbol;Acc:34347]"
ENSG00000186976,22,EFCAB6,11,EF-hand calcium binding domain 6 [Source:HGNC Symbol;Acc:24204]
ENSG00000186977,21,KRTAP19-5,1,keratin associated protein 19-5 [Source:HGNC Symbol;Acc:18940]
ENSG00000186980,21,KRTAP23-1,1,keratin associated protein 23-1 [Source:HGNC Symbol;Acc:18928]
ENSG00000187003,9,ACTL7A,1,actin-like 7A [Source:HGNC Symbol;Acc:161]
ENSG00000187005,21,KRTAP21-1,1,keratin associated protein 21-1 [Source:HGNC Symbol;Acc:18945]
ENSG00000187010,1,RHD,9,"Rh blood group, D antigen [Source:HGNC Symbol;Acc:10009]"
ENSG00000187013,17,C17orf82,1,chromosome 17 open reading frame 82 [Source:HGNC Symbol;Acc:32699]
ENSG00000187021,10,PNLIPRP1,22,pancreatic lipase-related protein 1 [Source:HGNC Symbol;Acc:9156]
ENSG00000187026,21,KRTAP21-2,1,keratin associated protein 21-2 [Source:HGNC Symbol;Acc:18946]
ENSG00000187033,3,SAMD7,3,sterile alpha motif domain containing 7 [Source:HGNC Symbol;Acc:25394]
ENSG00000187037,7,GPR141,5,G protein-coupled receptor 141 [Source:HGNC Symbol;Acc:19997]
ENSG00000187045,22,TMPRSS6,7,"transmembrane protease, serine 6 [Source:HGNC Symbol;Acc:16517]"
ENSG00000187048,1,CYP4A11,10,"cytochrome P450, family 4, subfamily A, polypeptide 11 [Source:HGNC Symbol;Acc:2642]"
ENSG00000187054,4,TMPRSS11A,4,"transmembrane protease, serine 11A [Source:HGNC Symbol;Acc:27954]"
ENSG00000187066,11,TMEM262,6,transmembrane protein 262 [Source:HGNC Symbol;Acc:49389]
ENSG00000187080,1,OR2AK2,1,"olfactory receptor, family 2, subfamily AK, member 2 [Source:HGNC Symbol;Acc:19569]"
ENSG00000187082,8,DEFB106B,1,"defensin, beta 106B [Source:HGNC Symbol;Acc:28879]"
ENSG00000187094,3,CCK,4,cholecystokinin [Source:HGNC Symbol;Acc:1569]
ENSG00000187098,3,MITF,18,microphthalmia-associated transcription factor [Source:HGNC Symbol;Acc:7105]
ENSG00000187105,14,HEATR4,8,HEAT repeat containing 4 [Source:HGNC Symbol;Acc:16761]
ENSG00000187116,19,LILRA5,7,"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 5 [Source:HGNC Symbol;Acc:16309]"
ENSG00000187122,10,SLIT1,7,slit homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:11085]
ENSG00000187134,10,AKR1C1,6,"aldo-keto reductase family 1, member C1 [Source:HGNC Symbol;Acc:384]"
ENSG00000187135,19,VSTM2B,1,V-set and transmembrane domain containing 2B [Source:HGNC Symbol;Acc:33595]
ENSG00000187144,1,SPATA21,5,spermatogenesis associated 21 [Source:HGNC Symbol;Acc:28026]
ENSG00000187151,11,ANGPTL5,2,angiopoietin-like 5 [Source:HGNC Symbol;Acc:19705]
ENSG00000187166,12,H1FNT,1,"H1 histone family, member N, testis-specific [Source:HGNC Symbol;Acc:24893]"
ENSG00000187170,1,LCE4A,2,late cornified envelope 4A [Source:HGNC Symbol;Acc:16613]
ENSG00000187173,1,LCE2A,1,late cornified envelope 2A [Source:HGNC Symbol;Acc:29469]
ENSG00000187175,21,KRTAP12-1,1,keratin associated protein 12-1 [Source:HGNC Symbol;Acc:20529]
ENSG00000187180,1,LCE2C,1,late cornified envelope 2C [Source:HGNC Symbol;Acc:29460]
ENSG00000187185,16,CTD-2600O9.1,4,uncharacterized protein LOC388282  [Source:RefSeq peptide;Acc:NP_001265010]
ENSG00000187187,19,ZNF546,9,zinc finger protein 546 [Source:HGNC Symbol;Acc:28671]
ENSG00000187191,Y,DAZ3,5,deleted in azoospermia 3 [Source:HGNC Symbol;Acc:15965]
ENSG00000187223,1,LCE2D,1,late cornified envelope 2D [Source:HGNC Symbol;Acc:16518]
ENSG00000187238,1,LCE3B,1,late cornified envelope 3B [Source:HGNC Symbol;Acc:29462]
ENSG00000187242,17,KRT12,1,keratin 12 [Source:HGNC Symbol;Acc:6414]
ENSG00000187243,X,MAGED4B,13,"melanoma antigen family D, 4B [Source:HGNC Symbol;Acc:22880]"
ENSG00000187258,7,NPSR1,9,neuropeptide S receptor 1 [Source:HGNC Symbol;Acc:23631]
ENSG00000187268,X,FAM9C,5,"family with sequence similarity 9, member C [Source:HGNC Symbol;Acc:18405]"
ENSG00000187272,17,KRTAP9-8,1,keratin associated protein 9-8 [Source:HGNC Symbol;Acc:17231]
ENSG00000187288,3,CIDEC,7,cell death-inducing DFFA-like effector c [Source:HGNC Symbol;Acc:24229]
ENSG00000187323,18,DCC,18,deleted in colorectal carcinoma [Source:HGNC Symbol;Acc:2701]
ENSG00000187372,5,PCDHB13,1,protocadherin beta 13 [Source:HGNC Symbol;Acc:8684]
ENSG00000187398,11,LUZP2,7,leucine zipper protein 2 [Source:HGNC Symbol;Acc:23206]
ENSG00000187416,7,LHFPL3,4,lipoma HMGIC fusion partner-like 3 [Source:HGNC Symbol;Acc:6589]
ENSG00000187461,6,AL583828.1,1,
ENSG00000187474,19,FPR3,2,formyl peptide receptor 3 [Source:HGNC Symbol;Acc:3828]
ENSG00000187475,6,HIST1H1T,1,"histone cluster 1, H1t [Source:HGNC Symbol;Acc:4720]"
ENSG00000187479,11,C11orf96,2,chromosome 11 open reading frame 96 [Source:HGNC Symbol;Acc:38675]
ENSG00000187492,3,CDHR4,6,cadherin-related family member 4 [Source:HGNC Symbol;Acc:34527]
ENSG00000187510,12,PLEKHG7,2,"pleckstrin homology domain containing, family G (with RhoGef domain) member 7 [Source:HGNC Symbol;Acc:33829]"
ENSG00000187513,1,GJA4,2,"gap junction protein, alpha 4, 37kDa [Source:HGNC Symbol;Acc:4278]"
ENSG00000187516,X,CXorf27,1,chromosome X open reading frame 27 [Source:HGNC Symbol;Acc:18417]
ENSG00000187527,3,ATP13A5,4,ATPase type 13A5 [Source:HGNC Symbol;Acc:31789]
ENSG00000187533,4,C4orf40,5,chromosome 4 open reading frame 40 [Source:HGNC Symbol;Acc:33193]
ENSG00000187545,1,PRAMEF10,1,PRAME family member 10 [Source:HGNC Symbol;Acc:27997]
ENSG00000187546,7,AGMO,4,alkylglycerol monooxygenase [Source:HGNC Symbol;Acc:33784]
ENSG00000187550,19,SBK2,2,"SH3 domain binding kinase family, member 2 [Source:HGNC Symbol;Acc:34416]"
ENSG00000187553,10,CYP26C1,1,"cytochrome P450, family 26, subfamily C, polypeptide 1 [Source:HGNC Symbol;Acc:20577]"
ENSG00000187554,1,TLR5,6,toll-like receptor 5 [Source:HGNC Symbol;Acc:11851]
ENSG00000187556,19,NANOS3,4,nanos homolog 3 (Drosophila) [Source:HGNC Symbol;Acc:22048]
ENSG00000187559,9,FOXD4L3,1,forkhead box D4-like 3 [Source:HGNC Symbol;Acc:18523]
ENSG00000187566,6,NHLRC1,1,NHL repeat containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:21576]
ENSG00000187569,12,DPPA3,1,developmental pluripotency associated 3 [Source:HGNC Symbol;Acc:19199]
ENSG00000187581,14,COX8C,1,cytochrome c oxidase subunit VIIIC [Source:HGNC Symbol;Acc:24382]
ENSG00000187583,1,PLEKHN1,5,"pleckstrin homology domain containing, family N member 1 [Source:HGNC Symbol;Acc:25284]"
ENSG00000187600,2,TMEM247,5,transmembrane protein 247 [Source:HGNC Symbol;Acc:42967]
ENSG00000187612,11,OR5W2,1,"olfactory receptor, family 5, subfamily W, member 2 [Source:HGNC Symbol;Acc:15299]"
ENSG00000187616,9,TMEM8C,2,transmembrane protein 8C [Source:HGNC Symbol;Acc:33778]
ENSG00000187627,2,RGPD1,4,RANBP2-like and GRIP domain containing 1 [Source:HGNC Symbol;Acc:32414]
ENSG00000187630,14,DHRS4L2,12,dehydrogenase/reductase (SDR family) member 4 like 2 [Source:HGNC Symbol;Acc:19731]
ENSG00000187634,1,SAMD11,9,sterile alpha motif domain containing 11 [Source:HGNC Symbol;Acc:28706]
ENSG00000187642,1,C1orf170,3,chromosome 1 open reading frame 170 [Source:HGNC Symbol;Acc:28208]
ENSG00000187650,19,VMAC,1,vimentin-type intermediate filament associated coiled-coil protein [Source:HGNC Symbol;Acc:33803]
ENSG00000187658,5,C5orf52,1,chromosome 5 open reading frame 52 [Source:HGNC Symbol;Acc:35121]
ENSG00000187682,X,ERAS,1,ES cell expressed Ras [Source:HGNC Symbol;Acc:5174]
ENSG00000187689,4,AMTN,2,amelotin [Source:HGNC Symbol;Acc:33188]
ENSG00000187690,X,CXorf67,1,chromosome X open reading frame 67 [Source:HGNC Symbol;Acc:33738]
ENSG00000187695,3,RP11-723O4.6,2,Uncharacterized protein FLJ43738  [Source:UniProtKB/Swiss-Prot;Acc:Q6ZUG5]
ENSG00000187699,2,C2orf88,9,chromosome 2 open reading frame 88 [Source:HGNC Symbol;Acc:28191]
ENSG00000187701,1,OR2T27,1,"olfactory receptor, family 2, subfamily T, member 27 [Source:HGNC Symbol;Acc:31252]"
ENSG00000187714,10,SLC18A3,1,"solute carrier family 18 (vesicular acetylcholine transporter), member 3 [Source:HGNC Symbol;Acc:10936]"
ENSG00000187715,3,KBTBD12,7,kelch repeat and BTB (POZ) domain containing 12 [Source:HGNC Symbol;Acc:25731]
ENSG00000187726,11,DNAJB13,5,"DnaJ (Hsp40) homolog, subfamily B, member 13 [Source:HGNC Symbol;Acc:30718]"
ENSG00000187730,1,GABRD,1,"gamma-aminobutyric acid (GABA) A receptor, delta [Source:HGNC Symbol;Acc:4084]"
ENSG00000187733,1,AMY1C,1,"amylase, alpha 1C (salivary) [Source:HGNC Symbol;Acc:476]"
ENSG00000187747,11,OR52B6,1,"olfactory receptor, family 52, subfamily B, member 6 [Source:HGNC Symbol;Acc:15211]"
ENSG00000187753,9,C9orf153,3,chromosome 9 open reading frame 153 [Source:HGNC Symbol;Acc:31456]
ENSG00000187754,X,SSX7,1,"synovial sarcoma, X breakpoint 7 [Source:HGNC Symbol;Acc:19653]"
ENSG00000187758,4,ADH1A,3,"alcohol dehydrogenase 1A (class I), alpha polypeptide [Source:HGNC Symbol;Acc:249]"
ENSG00000187766,21,KRTAP10-8,1,keratin associated protein 10-8 [Source:HGNC Symbol;Acc:20525]
ENSG00000187773,18,FAM69C,2,"family with sequence similarity 69, member C [Source:HGNC Symbol;Acc:31729]"
ENSG00000187775,17,DNAH17,11,"dynein, axonemal, heavy chain 17 [Source:HGNC Symbol;Acc:2946]"
ENSG00000187783,10,TMEM72,3,transmembrane protein 72 [Source:HGNC Symbol;Acc:31658]
ENSG00000187786,8,SCXB,1,scleraxis homolog B (mouse) [Source:HGNC Symbol;Acc:32322]
ENSG00000187792,22,ZNF70,1,zinc finger protein 70 [Source:HGNC Symbol;Acc:13140]
ENSG00000187796,9,CARD9,8,"caspase recruitment domain family, member 9 [Source:HGNC Symbol;Acc:16391]"
ENSG00000187800,1,PEAR1,7,platelet endothelial aggregation receptor 1 [Source:HGNC Symbol;Acc:33631]
ENSG00000187806,15,TMEM202,3,transmembrane protein 202 [Source:HGNC Symbol;Acc:33733]
ENSG00000187811,11,AP000867.1,1,
ENSG00000187821,4,HELT,4,helt bHLH transcription factor [Source:HGNC Symbol;Acc:33783]
ENSG00000187823,X,ZCCHC16,1,"zinc finger, CCHC domain containing 16 [Source:HGNC Symbol;Acc:25214]"
ENSG00000187838,17,TMEM256-PLSCR3,13,TMEM256-PLSCR3 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:49186]
ENSG00000187848,12,P2RX2,10,"purinergic receptor P2X, ligand-gated ion channel, 2 [Source:HGNC Symbol;Acc:15459]"
ENSG00000187855,12,ASCL4,1,achaete-scute family bHLH transcription factor 4 [Source:HGNC Symbol;Acc:24311]
ENSG00000187857,12,OR6C75,1,"olfactory receptor, family 6, subfamily C, member 75 [Source:HGNC Symbol;Acc:31304]"
ENSG00000187862,1,TTC24,6,tetratricopeptide repeat domain 24 [Source:HGNC Symbol;Acc:32348]
ENSG00000187871,6,GFRAL,1,GDNF family receptor alpha like [Source:HGNC Symbol;Acc:32789]
ENSG00000187889,1,C1orf168,5,chromosome 1 open reading frame 168 [Source:HGNC Symbol;Acc:27295]
ENSG00000187902,19,SHISA7,2,shisa family member 7 [Source:HGNC Symbol;Acc:35409]
ENSG00000187905,22,AC002472.13,6,Leucine-rich repeat-containing protein LOC400891  [Source:UniProtKB/Swiss-Prot;Acc:Q6ZQY2]
ENSG00000187908,10,DMBT1,7,deleted in malignant brain tumors 1 [Source:HGNC Symbol;Acc:2926]
ENSG00000187912,19,CLEC17A,5,"C-type lectin domain family 17, member A [Source:HGNC Symbol;Acc:34520]"
ENSG00000187918,11,OR51I2,1,"olfactory receptor, family 51, subfamily I, member 2 [Source:HGNC Symbol;Acc:15201]"
ENSG00000187922,9,LCN10,8,lipocalin 10 [Source:HGNC Symbol;Acc:20892]
ENSG00000187942,1,LDLRAD2,3,low density lipoprotein receptor class A domain containing 2 [Source:HGNC Symbol;Acc:32071]
ENSG00000187944,2,C2orf66,1,chromosome 2 open reading frame 66 [Source:HGNC Symbol;Acc:33809]
ENSG00000187950,12,OVCH1,3,ovochymase 1 [Source:HGNC Symbol;Acc:23080]
ENSG00000187959,17,CPSF4L,2,cleavage and polyadenylation specific factor 4-like [Source:HGNC Symbol;Acc:33632]
ENSG00000187969,X,ZCCHC13,1,"zinc finger, CCHC domain containing 13 [Source:HGNC Symbol;Acc:31749]"
ENSG00000187980,1,PLA2G2C,3,"phospholipase A2, group IIC [Source:HGNC Symbol;Acc:9032]"
ENSG00000187990,6,HIST1H2BG,1,"histone cluster 1, H2bg [Source:HGNC Symbol;Acc:4746]"
ENSG00000187997,17,C17orf99,6,chromosome 17 open reading frame 99 [Source:HGNC Symbol;Acc:34490]
ENSG00000188000,19,OR7D2,1,"olfactory receptor, family 7, subfamily D, member 2 [Source:HGNC Symbol;Acc:8378]"
ENSG00000188001,3,TPRG1,15,tumor protein p63 regulated 1 [Source:HGNC Symbol;Acc:24759]
ENSG00000188004,1,C1orf204,2,chromosome 1 open reading frame 204 [Source:HGNC Symbol;Acc:27647]
ENSG00000188015,1,S100A3,2,S100 calcium binding protein A3 [Source:HGNC Symbol;Acc:10493]
ENSG00000188032,19,C19orf67,3,chromosome 19 open reading frame 67 [Source:HGNC Symbol;Acc:34354]
ENSG00000188033,19,ZNF490,4,zinc finger protein 490 [Source:HGNC Symbol;Acc:23705]
ENSG00000188037,7,CLCN1,4,"chloride channel, voltage-sensitive 1 [Source:HGNC Symbol;Acc:2019]"
ENSG00000188039,19,NWD1,8,NACHT and WD repeat domain containing 1 [Source:HGNC Symbol;Acc:27619]
ENSG00000188050,7,RNF133,1,ring finger protein 133 [Source:HGNC Symbol;Acc:21154]
ENSG00000188051,19,TMEM221,2,transmembrane protein 221 [Source:HGNC Symbol;Acc:21943]
ENSG00000188056,6,TREML4,3,triggering receptor expressed on myeloid cells-like 4 [Source:HGNC Symbol;Acc:30807]
ENSG00000188064,22,WNT7B,5,"wingless-type MMTV integration site family, member 7B [Source:HGNC Symbol;Acc:12787]"
ENSG00000188069,11,OR51F1,2,"olfactory receptor, family 51, subfamily F, member 1 [Source:HGNC Symbol;Acc:15196]"
ENSG00000188076,11,SCGB1C1,1,"secretoglobin, family 1C, member 1 [Source:HGNC Symbol;Acc:18394]"
ENSG00000188086,3,PRSS45,2,"protease, serine, 45 [Source:HGNC Symbol;Acc:30717]"
ENSG00000188089,15,PLA2G4E,4,"phospholipase A2, group IVE [Source:HGNC Symbol;Acc:24791]"
ENSG00000188095,15,MESP2,3,mesoderm posterior 2 homolog (mouse) [Source:HGNC Symbol;Acc:29659]
ENSG00000188100,10,FAM25A,1,"family with sequence similarity 25, member A [Source:HGNC Symbol;Acc:23436]"
ENSG00000188107,6,EYS,13,eyes shut homolog (Drosophila) [Source:HGNC Symbol;Acc:21555]
ENSG00000188120,Y,DAZ1,5,deleted in azoospermia 1 [Source:HGNC Symbol;Acc:2682]
ENSG00000188124,11,OR2AG2,1,"olfactory receptor, family 2, subfamily AG, member 2 [Source:HGNC Symbol;Acc:15143]"
ENSG00000188133,9,TMEM215,1,transmembrane protein 215 [Source:HGNC Symbol;Acc:33816]
ENSG00000188152,9,NUTM2G,2,NUT family member 2G [Source:HGNC Symbol;Acc:23449]
ENSG00000188155,21,KRTAP10-6,1,keratin associated protein 10-6 [Source:HGNC Symbol;Acc:20523]
ENSG00000188162,11,OTOG,6,otogelin [Source:HGNC Symbol;Acc:8516]
ENSG00000188163,9,FAM166A,4,"family with sequence similarity 166, member A [Source:HGNC Symbol;Acc:33818]"
ENSG00000188167,3,TMPPE,2,transmembrane protein with metallophosphoesterase domain [Source:HGNC Symbol;Acc:33865]
ENSG00000188175,7,HEPACAM2,5,HEPACAM family member 2 [Source:HGNC Symbol;Acc:27364]
ENSG00000188199,10,NUTM2B,4,NUT family member 2B [Source:HGNC Symbol;Acc:23445]
ENSG00000188211,11,NCR3LG1,2,natural killer cell cytotoxicity receptor 3 ligand 1 [Source:HGNC Symbol;Acc:42400]
ENSG00000188223,19,AC002398.9,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K7ERS5]
ENSG00000188234,10,AGAP4,5,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 4 [Source:HGNC Symbol;Acc:23459]"
ENSG00000188263,22,IL17REL,2,interleukin 17 receptor E-like [Source:HGNC Symbol;Acc:33808]
ENSG00000188269,19,OR7A5,5,"olfactory receptor, family 7, subfamily A, member 5 [Source:HGNC Symbol;Acc:8368]"
ENSG00000188277,15,C15orf62,1,chromosome 15 open reading frame 62 [Source:HGNC Symbol;Acc:34489]
ENSG00000188279,10,FAM25C,2,"family with sequence similarity 25, member C [Source:HGNC Symbol;Acc:23586]"
ENSG00000188280,22,FAM230A,2,"family with sequence similarity 230, member A [Source:HGNC Symbol;Acc:45045]"
ENSG00000188282,2,RUFY4,11,RUN and FYVE domain containing 4 [Source:HGNC Symbol;Acc:24804]
ENSG00000188290,1,HES4,4,hes family bHLH transcription factor 4 [Source:HGNC Symbol;Acc:24149]
ENSG00000188293,19,IGFL1,1,IGF-like family member 1 [Source:HGNC Symbol;Acc:24093]
ENSG00000188305,19,C19orf35,2,chromosome 19 open reading frame 35 [Source:HGNC Symbol;Acc:24793]
ENSG00000188306,3,LRRIQ4,1,leucine-rich repeats and IQ motif containing 4 [Source:HGNC Symbol;Acc:34298]
ENSG00000188316,10,ENO4,4,enolase family member 4 [Source:HGNC Symbol;Acc:31670]
ENSG00000188324,12,OR6C6,1,"olfactory receptor, family 6, subfamily C, member 6 [Source:HGNC Symbol;Acc:31293]"
ENSG00000188334,19,BSPH1,1,binder of sperm protein homolog 1 [Source:HGNC Symbol;Acc:33906]
ENSG00000188340,1,OR6N2,1,"olfactory receptor, family 6, subfamily N, member 2 [Source:HGNC Symbol;Acc:15035]"
ENSG00000188373,10,C10orf99,2,chromosome 10 open reading frame 99 [Source:HGNC Symbol;Acc:31428]
ENSG00000188379,9,IFNA2,1,"interferon, alpha 2 [Source:HGNC Symbol;Acc:5423]"
ENSG00000188385,10,JAKMIP3,2,Janus kinase and microtubule interacting protein 3 [Source:HGNC Symbol;Acc:23523]
ENSG00000188386,9,PPP3R2,1,"protein phosphatase 3, regulatory subunit B, beta [Source:HGNC Symbol;Acc:9318]"
ENSG00000188389,2,PDCD1,3,programmed cell death 1 [Source:HGNC Symbol;Acc:8760]
ENSG00000188393,12,CLEC2A,2,"C-type lectin domain family 2, member A [Source:HGNC Symbol;Acc:24191]"
ENSG00000188394,9,GPR21,1,G protein-coupled receptor 21 [Source:HGNC Symbol;Acc:4476]
ENSG00000188396,1,TCTEX1D4,2,Tctex1 domain containing 4 [Source:HGNC Symbol;Acc:32315]
ENSG00000188404,1,SELL,6,selectin L [Source:HGNC Symbol;Acc:10720]
ENSG00000188408,X,MAGEB5,2,"melanoma antigen family B, 5 [Source:HGNC Symbol;Acc:23795]"
ENSG00000188425,19,NANOS2,1,nanos homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:23292]
ENSG00000188467,15,SLC24A5,4,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 5 [Source:HGNC Symbol;Acc:20611]"
ENSG00000188474,19,ZNF788,2,Zinc finger protein 788  [Source:UniProtKB/Swiss-Prot;Acc:Q6ZQV5]
ENSG00000188487,11,INSC,8,inscuteable homolog (Drosophila) [Source:HGNC Symbol;Acc:33116]
ENSG00000188508,19,KRTDAP,3,keratinocyte differentiation-associated protein [Source:HGNC Symbol;Acc:16313]
ENSG00000188511,22,C22orf34,7,chromosome 22 open reading frame 34 [Source:HGNC Symbol;Acc:28010]
ENSG00000188523,9,C9orf171,3,chromosome 9 open reading frame 171 [Source:HGNC Symbol;Acc:33776]
ENSG00000188536,16,HBA2,4,"hemoglobin, alpha 2 [Source:HGNC Symbol;Acc:4824]"
ENSG00000188558,1,OR2G6,1,"olfactory receptor, family 2, subfamily G, member 6 [Source:HGNC Symbol;Acc:27019]"
ENSG00000188580,6,NKAIN2,5,Na+/K+ transporting ATPase interacting 2 [Source:HGNC Symbol;Acc:16443]
ENSG00000188581,17,KRTAP1-1,1,keratin associated protein 1-1 [Source:HGNC Symbol;Acc:16772]
ENSG00000188582,3,PAQR9,3,progestin and adipoQ receptor family member IX [Source:HGNC Symbol;Acc:30131]
ENSG00000188596,12,C12orf55,9,chromosome 12 open reading frame 55 [Source:HGNC Symbol;Acc:26456]
ENSG00000188611,10,ASAH2,6,N-acylsphingosine amidohydrolase (non-lysosomal ceramidase) 2 [Source:HGNC Symbol;Acc:18860]
ENSG00000188620,10,HMX3,1,H6 family homeobox 3 [Source:HGNC Symbol;Acc:5019]
ENSG00000188624,19,IGFL3,1,IGF-like family member 3 [Source:HGNC Symbol;Acc:32930]
ENSG00000188626,15,GOLGA8M,3,"golgin A8 family, member M [Source:HGNC Symbol;Acc:44404]"
ENSG00000188629,19,ZNF177,7,zinc finger protein 177 [Source:HGNC Symbol;Acc:12966]
