ensembl_gene_id,chromosome_name,external_gene_name,transcript_count,description
ENSG00000131828,X,PDHA1,13,pyruvate dehydrogenase (lipoamide) alpha 1 [Source:HGNC Symbol;Acc:8806]
ENSG00000131844,5,MCCC2,9,methylcrotonoyl-CoA carboxylase 2 (beta) [Source:HGNC Symbol;Acc:6937]
ENSG00000132142,17,ACACA,26,acetyl-CoA carboxylase alpha [Source:HGNC Symbol;Acc:84]
ENSG00000132153,3,DHX30,14,DEAH (Asp-Glu-Ala-His) box helicase 30 [Source:HGNC Symbol;Acc:16716]
ENSG00000132286,11,TIMM10B,5,translocase of inner mitochondrial membrane 10 homolog B (yeast) [Source:HGNC Symbol;Acc:4022]
ENSG00000132300,2,PTCD3,20,pentatricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:24717]
ENSG00000132305,2,IMMT,11,"inner membrane protein, mitochondrial [Source:HGNC Symbol;Acc:6047]"
ENSG00000132313,2,MRPL35,4,mitochondrial ribosomal protein L35 [Source:HGNC Symbol;Acc:14489]
ENSG00000132394,3,EEFSEC,4,"eukaryotic elongation factor, selenocysteine-tRNA-specific [Source:HGNC Symbol;Acc:24614]"
ENSG00000132423,6,COQ3,4,coenzyme Q3 methyltransferase [Source:HGNC Symbol;Acc:18175]
ENSG00000132463,4,GRSF1,9,G-rich RNA sequence binding factor 1 [Source:HGNC Symbol;Acc:4610]
ENSG00000132541,8,HRSP12,6,heat-responsive protein 12 [Source:HGNC Symbol;Acc:16897]
ENSG00000132570,5,PCBD2,4,pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2 [Source:HGNC Symbol;Acc:24474]
ENSG00000132591,17,ERAL1,8,Era-like 12S mitochondrial rRNA chaperone 1 [Source:HGNC Symbol;Acc:3424]
ENSG00000132676,1,DAP3,26,death associated protein 3 [Source:HGNC Symbol;Acc:2673]
ENSG00000132763,1,MMACHC,2,"methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria [Source:HGNC Symbol;Acc:24525]"
ENSG00000132781,1,MUTYH,41,mutY homolog [Source:HGNC Symbol;Acc:7527]
ENSG00000132837,5,DMGDH,12,dimethylglycine dehydrogenase [Source:HGNC Symbol;Acc:24475]
ENSG00000133028,17,SCO1,5,SCO1 cytochrome c oxidase assembly protein [Source:HGNC Symbol;Acc:10603]
ENSG00000133315,11,MACROD1,8,MACRO domain containing 1 [Source:HGNC Symbol;Acc:29598]
ENSG00000133597,7,ADCK2,5,aarF domain containing kinase 2 [Source:HGNC Symbol;Acc:19039]
ENSG00000133835,5,HSD17B4,27,hydroxysteroid (17-beta) dehydrogenase 4 [Source:HGNC Symbol;Acc:5213]
ENSG00000133878,8,DUSP26,3,dual specificity phosphatase 26 (putative) [Source:HGNC Symbol;Acc:28161]
ENSG00000133943,14,C14orf159,35,chromosome 14 open reading frame 159 [Source:HGNC Symbol;Acc:20498]
ENSG00000133983,14,COX16,4,COX16 cytochrome c oxidase assembly homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:20213]
ENSG00000134056,5,MRPS36,5,mitochondrial ribosomal protein S36 [Source:HGNC Symbol;Acc:16631]
ENSG00000134240,1,HMGCS2,4,3-hydroxy-3-methylglutaryl-CoA synthase 2 (mitochondrial) [Source:HGNC Symbol;Acc:5008]
ENSG00000134326,2,CMPK2,7,"cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial [Source:HGNC Symbol;Acc:27015]"
ENSG00000134375,1,TIMM17A,4,translocase of inner mitochondrial membrane 17 homolog A (yeast) [Source:HGNC Symbol;Acc:17315]
ENSG00000134419,16,RPS15A,13,ribosomal protein S15a [Source:HGNC Symbol;Acc:10389]
ENSG00000134463,10,ECHDC3,5,enoyl CoA hydratase domain containing 3 [Source:HGNC Symbol;Acc:23489]
ENSG00000134809,11,TIMM10,3,translocase of inner mitochondrial membrane 10 homolog (yeast) [Source:HGNC Symbol;Acc:11814]
ENSG00000134905,13,CARS2,32,"cysteinyl-tRNA synthetase 2, mitochondrial (putative) [Source:HGNC Symbol;Acc:25695]"
ENSG00000135002,9,RFK,6,riboflavin kinase [Source:HGNC Symbol;Acc:30324]
ENSG00000135070,9,ISCA1,4,iron-sulfur cluster assembly 1 [Source:HGNC Symbol;Acc:28660]
ENSG00000135241,7,PNPLA8,13,patatin-like phospholipase domain containing 8 [Source:HGNC Symbol;Acc:28900]
ENSG00000135297,6,MTO1,19,mitochondrial tRNA translation optimization 1 [Source:HGNC Symbol;Acc:19261]
ENSG00000135390,12,ATP5G2,9,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9) [Source:HGNC Symbol;Acc:842]"
ENSG00000135423,12,GLS2,15,"glutaminase 2 (liver, mitochondrial) [Source:HGNC Symbol;Acc:29570]"
ENSG00000135441,12,BLOC1S1,7,"biogenesis of lysosomal organelles complex-1, subunit 1 [Source:HGNC Symbol;Acc:4200]"
ENSG00000135469,12,COQ10A,10,coenzyme Q10 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:26515]
ENSG00000135537,6,LACE1,7,lactation elevated 1 [Source:HGNC Symbol;Acc:16411]
ENSG00000135624,2,CCT7,18,"chaperonin containing TCP1, subunit 7 (eta) [Source:HGNC Symbol;Acc:1622]"
ENSG00000135631,2,RAB11FIP5,6,RAB11 family interacting protein 5 (class I) [Source:HGNC Symbol;Acc:24845]
ENSG00000135776,1,ABCB10,3,"ATP-binding cassette, sub-family B (MDR/TAP), member 10 [Source:HGNC Symbol;Acc:41]"
ENSG00000135862,1,LAMC1,6,"laminin, gamma 1 (formerly LAMB2) [Source:HGNC Symbol;Acc:6492]"
ENSG00000135900,2,MRPL44,1,mitochondrial ribosomal protein L44 [Source:HGNC Symbol;Acc:16650]
ENSG00000135929,2,CYP27A1,5,"cytochrome P450, family 27, subfamily A, polypeptide 1 [Source:HGNC Symbol;Acc:2605]"
ENSG00000135940,2,COX5B,4,cytochrome c oxidase subunit Vb [Source:HGNC Symbol;Acc:2269]
ENSG00000135972,2,MRPS9,3,mitochondrial ribosomal protein S9 [Source:HGNC Symbol;Acc:14501]
ENSG00000136003,12,ISCU,14,iron-sulfur cluster assembly enzyme [Source:HGNC Symbol;Acc:29882]
ENSG00000136010,12,ALDH1L2,6,"aldehyde dehydrogenase 1 family, member L2 [Source:HGNC Symbol;Acc:26777]"
ENSG00000136143,13,SUCLA2,12,"succinate-CoA ligase, ADP-forming, beta subunit [Source:HGNC Symbol;Acc:11448]"
ENSG00000136270,7,TBRG4,17,transforming growth factor beta regulator 4 [Source:HGNC Symbol;Acc:17443]
ENSG00000136371,15,MTHFS,4,"5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase) [Source:HGNC Symbol;Acc:7437]"
ENSG00000136444,17,RSAD1,8,radical S-adenosyl methionine domain containing 1 [Source:HGNC Symbol;Acc:25634]
ENSG00000136463,17,TACO1,2,translational activator of mitochondrially encoded cytochrome c oxidase I [Source:HGNC Symbol;Acc:24316]
ENSG00000136521,3,NDUFB5,15,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5, 16kDa [Source:HGNC Symbol;Acc:7700]"
ENSG00000136522,3,MRPL47,3,mitochondrial ribosomal protein L47 [Source:HGNC Symbol;Acc:16652]
ENSG00000136758,10,YME1L1,8,YME1-like 1 ATPase [Source:HGNC Symbol;Acc:12843]
ENSG00000136783,9,NIPSNAP3A,2,nipsnap homolog 3A (C. elegans) [Source:HGNC Symbol;Acc:23619]
ENSG00000136874,9,STX17,12,syntaxin 17 [Source:HGNC Symbol;Acc:11432]
ENSG00000136877,9,FPGS,21,folylpolyglutamate synthase [Source:HGNC Symbol;Acc:3824]
ENSG00000136897,9,MRPL50,2,mitochondrial ribosomal protein L50 [Source:HGNC Symbol;Acc:16654]
ENSG00000137106,9,GRHPR,12,glyoxylate reductase/hydroxypyruvate reductase [Source:HGNC Symbol;Acc:4570]
ENSG00000137124,9,ALDH1B1,1,"aldehyde dehydrogenase 1 family, member B1 [Source:HGNC Symbol;Acc:407]"
ENSG00000137133,9,HINT2,7,histidine triad nucleotide binding protein 2 [Source:HGNC Symbol;Acc:18344]
ENSG00000137274,6,BPHL,12,biphenyl hydrolase-like (serine hydrolase) [Source:HGNC Symbol;Acc:1094]
ENSG00000137288,6,UQCC2,4,ubiquinol-cytochrome c reductase complex assembly factor 2 [Source:HGNC Symbol;Acc:21237]
ENSG00000137409,6,MTCH1,7,mitochondrial carrier 1 [Source:HGNC Symbol;Acc:17586]
ENSG00000137411,6,VARS2,13,"valyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:21642]"
ENSG00000137463,4,MGARP,1,mitochondria-localized glutamic acid-rich protein [Source:HGNC Symbol;Acc:29969]
ENSG00000137500,11,CCDC90B,19,coiled-coil domain containing 90B [Source:HGNC Symbol;Acc:28108]
ENSG00000137513,11,NARS2,7,"asparaginyl-tRNA synthetase 2, mitochondrial (putative) [Source:HGNC Symbol;Acc:26274]"
ENSG00000137547,8,MRPL15,3,mitochondrial ribosomal protein L15 [Source:HGNC Symbol;Acc:14054]
ENSG00000137700,11,SLC37A4,17,"solute carrier family 37 (glucose-6-phosphate transporter), member 4 [Source:HGNC Symbol;Acc:4061]"
ENSG00000137714,11,FDX1,1,ferredoxin 1 [Source:HGNC Symbol;Acc:3638]
ENSG00000137767,15,SQRDL,8,sulfide quinone reductase-like (yeast) [Source:HGNC Symbol;Acc:20390]
ENSG00000137806,15,NDUFAF1,4,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 1 [Source:HGNC Symbol;Acc:18828]"
ENSG00000137824,15,RMDN3,11,regulator of microtubule dynamics 3 [Source:HGNC Symbol;Acc:25550]
ENSG00000137944,1,CCBL2,5,cysteine conjugate-beta lyase 2 [Source:HGNC Symbol;Acc:33238]
ENSG00000137992,1,DBT,2,dihydrolipoamide branched chain transacylase E2 [Source:HGNC Symbol;Acc:2698]
ENSG00000138029,2,HADHB,9,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit [Source:HGNC Symbol;Acc:4803]"
ENSG00000138035,2,PNPT1,6,polyribonucleotide nucleotidyltransferase 1 [Source:HGNC Symbol;Acc:23166]
ENSG00000138078,2,PREPL,16,prolyl endopeptidase-like [Source:HGNC Symbol;Acc:30228]
ENSG00000138095,2,LRPPRC,9,leucine-rich pentatricopeptide repeat containing [Source:HGNC Symbol;Acc:15714]
ENSG00000138138,10,ATAD1,5,"ATPase family, AAA domain containing 1 [Source:HGNC Symbol;Acc:25903]"
ENSG00000138293,10,NCOA4,10,nuclear receptor coactivator 4 [Source:HGNC Symbol;Acc:7671]
ENSG00000138297,10,TIMM23,8,translocase of inner mitochondrial membrane 23 homolog (yeast) [Source:HGNC Symbol;Acc:17312]
ENSG00000138346,10,DNA2,8,DNA replication helicase/nuclease 2 [Source:HGNC Symbol;Acc:2939]
ENSG00000138363,2,ATIC,15,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase [Source:HGNC Symbol;Acc:794]
ENSG00000138382,2,METTL5,12,methyltransferase like 5 [Source:HGNC Symbol;Acc:25006]
ENSG00000138399,2,FASTKD1,10,FAST kinase domains 1 [Source:HGNC Symbol;Acc:26150]
ENSG00000138413,2,IDH1,9,"isocitrate dehydrogenase 1 (NADP+), soluble [Source:HGNC Symbol;Acc:5382]"
ENSG00000138495,3,COX17,7,COX17 cytochrome c oxidase copper chaperone [Source:HGNC Symbol;Acc:2264]
ENSG00000138777,4,PPA2,25,pyrophosphatase (inorganic) 2 [Source:HGNC Symbol;Acc:28883]
ENSG00000138796,4,HADH,10,hydroxyacyl-CoA dehydrogenase [Source:HGNC Symbol;Acc:4799]
ENSG00000139131,12,YARS2,3,"tyrosyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:24249]"
ENSG00000139180,12,NDUFA9,9,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9, 39kDa [Source:HGNC Symbol;Acc:7693]"
ENSG00000139410,12,SDSL,6,serine dehydratase-like [Source:HGNC Symbol;Acc:30404]
ENSG00000139428,12,MMAB,11,methylmalonic aciduria (cobalamin deficiency) cblB type [Source:HGNC Symbol;Acc:19331]
ENSG00000139437,12,TCHP,10,"trichoplein, keratin filament binding [Source:HGNC Symbol;Acc:28135]"
ENSG00000139531,12,SUOX,17,sulfite oxidase [Source:HGNC Symbol;Acc:11460]
ENSG00000139637,12,C12orf10,10,chromosome 12 open reading frame 10 [Source:HGNC Symbol;Acc:17590]
ENSG00000140107,14,SLC25A47,2,"solute carrier family 25, member 47 [Source:HGNC Symbol;Acc:20115]"
ENSG00000140374,15,ETFA,20,"electron-transfer-flavoprotein, alpha polypeptide [Source:HGNC Symbol;Acc:3481]"
ENSG00000140451,15,PIF1,9,PIF1 5'-to-3' DNA helicase [Source:HGNC Symbol;Acc:26220]
ENSG00000140459,15,CYP11A1,12,"cytochrome P450, family 11, subfamily A, polypeptide 1 [Source:HGNC Symbol;Acc:2590]"
ENSG00000140521,15,POLG,13,"polymerase (DNA directed), gamma [Source:HGNC Symbol;Acc:9179]"
ENSG00000140740,16,UQCRC2,11,ubiquinol-cytochrome c reductase core protein II [Source:HGNC Symbol;Acc:12586]
ENSG00000140905,16,GCSH,6,glycine cleavage system protein H (aminomethyl carrier) [Source:HGNC Symbol;Acc:4208]
ENSG00000140983,16,RHOT2,27,ras homolog family member T2 [Source:HGNC Symbol;Acc:21169]
ENSG00000140990,16,NDUFB10,5,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 10, 22kDa [Source:HGNC Symbol;Acc:7696]"
ENSG00000141378,17,PTRH2,6,peptidyl-tRNA hydrolase 2 [Source:HGNC Symbol;Acc:24265]
ENSG00000141385,18,AFG3L2,4,AFG3-like AAA ATPase 2 [Source:HGNC Symbol;Acc:315]
ENSG00000141391,18,SLMO1,9,slowmo homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:24639]
ENSG00000141447,18,OSBPL1A,16,oxysterol binding protein-like 1A [Source:HGNC Symbol;Acc:16398]
ENSG00000141682,18,PMAIP1,3,phorbol-12-myristate-13-acetate-induced protein 1 [Source:HGNC Symbol;Acc:9108]
ENSG00000141756,17,FKBP10,10,"FK506 binding protein 10, 65 kDa [Source:HGNC Symbol;Acc:18169]"
ENSG00000142082,11,SIRT3,16,sirtuin 3 [Source:HGNC Symbol;Acc:14931]
ENSG00000142168,21,SOD1,4,"superoxide dismutase 1, soluble [Source:HGNC Symbol;Acc:11179]"
ENSG00000142444,19,C19orf52,3,chromosome 19 open reading frame 52 [Source:HGNC Symbol;Acc:25152]
ENSG00000143149,1,ALDH9A1,6,"aldehyde dehydrogenase 9 family, member A1 [Source:HGNC Symbol;Acc:412]"
ENSG00000143158,1,MPC2,3,mitochondrial pyruvate carrier 2 [Source:HGNC Symbol;Acc:24515]
ENSG00000143198,1,MGST3,14,microsomal glutathione S-transferase 3 [Source:HGNC Symbol;Acc:7064]
ENSG00000143224,1,PPOX,20,protoporphyrinogen oxidase [Source:HGNC Symbol;Acc:9280]
ENSG00000143252,1,SDHC,9,"succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa [Source:HGNC Symbol;Acc:10682]"
ENSG00000143314,1,MRPL24,6,mitochondrial ribosomal protein L24 [Source:HGNC Symbol;Acc:14037]
ENSG00000143353,1,LYPLAL1,12,lysophospholipase-like 1 [Source:HGNC Symbol;Acc:20440]
ENSG00000143374,1,TARS2,14,"threonyl-tRNA synthetase 2, mitochondrial (putative) [Source:HGNC Symbol;Acc:30740]"
ENSG00000143436,1,MRPL9,11,mitochondrial ribosomal protein L9 [Source:HGNC Symbol;Acc:14277]
ENSG00000143627,1,PKLR,3,"pyruvate kinase, liver and RBC [Source:HGNC Symbol;Acc:9020]"
ENSG00000143653,1,SCCPDH,1,saccharopine dehydrogenase (putative) [Source:HGNC Symbol;Acc:24275]
ENSG00000143774,1,GUK1,40,guanylate kinase 1 [Source:HGNC Symbol;Acc:4693]
ENSG00000143811,1,PYCR2,8,"pyrroline-5-carboxylate reductase family, member 2 [Source:HGNC Symbol;Acc:30262]"
ENSG00000144029,2,MRPS5,8,mitochondrial ribosomal protein S5 [Source:HGNC Symbol;Acc:14498]
ENSG00000144040,2,SFXN5,22,sideroflexin 5 [Source:HGNC Symbol;Acc:16073]
ENSG00000144120,2,TMEM177,6,transmembrane protein 177 [Source:HGNC Symbol;Acc:28143]
ENSG00000144182,2,LIPT1,10,lipoyltransferase 1 [Source:HGNC Symbol;Acc:29569]
ENSG00000144381,2,HSPD1,15,heat shock 60kDa protein 1 (chaperonin) [Source:HGNC Symbol;Acc:5261]
ENSG00000144559,3,TAMM41,11,"TAM41, mitochondrial translocator assembly and maintenance protein, homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:25187]"
ENSG00000144659,3,SLC25A38,2,"solute carrier family 25, member 38 [Source:HGNC Symbol;Acc:26054]"
ENSG00000144741,3,SLC25A26,7,"solute carrier family 25 (S-adenosylmethionine carrier), member 26 [Source:HGNC Symbol;Acc:20661]"
ENSG00000144827,3,ABHD10,6,abhydrolase domain containing 10 [Source:HGNC Symbol;Acc:25656]
ENSG00000144908,3,ALDH1L1,18,"aldehyde dehydrogenase 1 family, member L1 [Source:HGNC Symbol;Acc:3978]"
ENSG00000144959,3,NCEH1,7,neutral cholesterol ester hydrolase 1 [Source:HGNC Symbol;Acc:29260]
ENSG00000145020,3,AMT,23,aminomethyltransferase [Source:HGNC Symbol;Acc:473]
ENSG00000145246,4,ATP10D,7,"ATPase, class V, type 10D [Source:HGNC Symbol;Acc:13549]"
ENSG00000145247,4,OCIAD2,9,OCIA domain containing 2 [Source:HGNC Symbol;Acc:28685]
ENSG00000145337,4,PYURF,1,PIGY upstream reading frame [Source:HGNC Symbol;Acc:44317]
ENSG00000145354,4,CISD2,3,CDGSH iron sulfur domain 2 [Source:HGNC Symbol;Acc:24212]
ENSG00000145439,4,CBR4,7,carbonyl reductase 4 [Source:HGNC Symbol;Acc:25891]
ENSG00000145494,5,NDUFS6,3,"NADH dehydrogenase (ubiquinone) Fe-S protein 6, 13kDa (NADH-coenzyme Q reductase) [Source:HGNC Symbol;Acc:7713]"
ENSG00000145832,5,SLC25A48,8,"solute carrier family 25, member 48 [Source:HGNC Symbol;Acc:30451]"
ENSG00000145982,6,FARS2,4,"phenylalanyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:21062]"
ENSG00000146066,5,HIGD2A,1,"HIG1 hypoxia inducible domain family, member 2A [Source:HGNC Symbol;Acc:28311]"
ENSG00000146085,6,MUT,1,methylmalonyl CoA mutase [Source:HGNC Symbol;Acc:7526]
ENSG00000146250,6,PRSS35,2,"protease, serine, 35 [Source:HGNC Symbol;Acc:21387]"
ENSG00000146282,6,RARS2,4,"arginyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:21406]"
ENSG00000146701,7,MDH2,8,"malate dehydrogenase 2, NAD (mitochondrial) [Source:HGNC Symbol;Acc:6971]"
ENSG00000146729,7,GBAS,11,glioblastoma amplified sequence [Source:HGNC Symbol;Acc:4179]
ENSG00000147123,X,NDUFB11,2,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 11, 17.3kDa [Source:HGNC Symbol;Acc:20372]"
ENSG00000147454,8,SLC25A37,12,"solute carrier family 25 (mitochondrial iron transporter), member 37 [Source:HGNC Symbol;Acc:29786]"
ENSG00000147465,8,STAR,4,steroidogenic acute regulatory protein [Source:HGNC Symbol;Acc:11359]
ENSG00000147471,8,PROSC,9,proline synthetase co-transcribed homolog (bacterial) [Source:HGNC Symbol;Acc:9457]
ENSG00000147576,8,ADHFE1,19,"alcohol dehydrogenase, iron containing, 1 [Source:HGNC Symbol;Acc:16354]"
ENSG00000147586,8,MRPS28,10,mitochondrial ribosomal protein S28 [Source:HGNC Symbol;Acc:14513]
ENSG00000147592,8,LACTB2,4,"lactamase, beta 2 [Source:HGNC Symbol;Acc:18512]"
ENSG00000147684,8,NDUFB9,7,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9, 22kDa [Source:HGNC Symbol;Acc:7704]"
ENSG00000147853,9,AK3,3,adenylate kinase 3 [Source:HGNC Symbol;Acc:17376]
ENSG00000148090,9,AUH,6,AU RNA binding protein/enoyl-CoA hydratase [Source:HGNC Symbol;Acc:890]
ENSG00000148175,9,STOM,3,stomatin [Source:HGNC Symbol;Acc:3383]
ENSG00000148187,9,MRRF,14,mitochondrial ribosome recycling factor [Source:HGNC Symbol;Acc:7234]
ENSG00000148290,9,SURF1,4,surfeit 1 [Source:HGNC Symbol;Acc:11474]
ENSG00000148334,9,PTGES2,13,prostaglandin E synthase 2 [Source:HGNC Symbol;Acc:17822]
ENSG00000148339,9,SLC25A25,9,"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 25 [Source:HGNC Symbol;Acc:20663]"
ENSG00000148450,10,MSRB2,3,methionine sulfoxide reductase B2 [Source:HGNC Symbol;Acc:17061]
ENSG00000148459,10,PDSS1,5,"prenyl (decaprenyl) diphosphate synthase, subunit 1 [Source:HGNC Symbol;Acc:17759]"
ENSG00000148672,10,GLUD1,6,glutamate dehydrogenase 1 [Source:HGNC Symbol;Acc:4335]
ENSG00000148824,10,MTG1,8,mitochondrial ribosome-associated GTPase 1 [Source:HGNC Symbol;Acc:32159]
ENSG00000148834,10,GSTO1,7,glutathione S-transferase omega 1 [Source:HGNC Symbol;Acc:13312]
ENSG00000148950,11,IMMP1L,15,IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae) [Source:HGNC Symbol;Acc:26317]
ENSG00000149124,11,GLYAT,5,glycine-N-acyltransferase [Source:HGNC Symbol;Acc:13734]
ENSG00000149474,20,CSRP2BP,7,CSRP2 binding protein [Source:HGNC Symbol;Acc:15904]
ENSG00000149792,11,MRPL49,9,mitochondrial ribosomal protein L49 [Source:HGNC Symbol;Acc:1176]
ENSG00000150768,11,DLAT,6,dihydrolipoamide S-acetyltransferase [Source:HGNC Symbol;Acc:2896]
ENSG00000150779,11,TIMM8B,4,translocase of inner mitochondrial membrane 8 homolog B (yeast) [Source:HGNC Symbol;Acc:11818]
ENSG00000150787,11,PTS,9,6-pyruvoyltetrahydropterin synthase [Source:HGNC Symbol;Acc:9689]
ENSG00000150967,12,ABCB9,20,"ATP-binding cassette, sub-family B (MDR/TAP), member 9 [Source:HGNC Symbol;Acc:50]"
ENSG00000151093,3,OXSM,8,"3-oxoacyl-ACP synthase, mitochondrial [Source:HGNC Symbol;Acc:26063]"
ENSG00000151366,11,NDUFC2,5,"NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 2, 14.5kDa [Source:HGNC Symbol;Acc:7706]"
ENSG00000151376,11,ME3,13,"malic enzyme 3, NADP(+)-dependent, mitochondrial [Source:HGNC Symbol;Acc:6985]"
ENSG00000151413,14,NUBPL,14,nucleotide binding protein-like [Source:HGNC Symbol;Acc:20278]
ENSG00000151475,4,SLC25A31,1,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31 [Source:HGNC Symbol;Acc:25319]"
ENSG00000151498,11,ACAD8,19,"acyl-CoA dehydrogenase family, member 8 [Source:HGNC Symbol;Acc:87]"
ENSG00000151552,4,QDPR,9,quinoid dihydropteridine reductase [Source:HGNC Symbol;Acc:9752]
ENSG00000151726,4,ACSL1,12,acyl-CoA synthetase long-chain family member 1 [Source:HGNC Symbol;Acc:3569]
ENSG00000151729,4,SLC25A4,2,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4 [Source:HGNC Symbol;Acc:10990]"
ENSG00000151806,4,GUF1,4,GUF1 GTPase homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:25799]
ENSG00000152234,18,ATP5A1,20,"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle [Source:HGNC Symbol;Acc:823]"
ENSG00000152256,2,PDK1,11,"pyruvate dehydrogenase kinase, isozyme 1 [Source:HGNC Symbol;Acc:8809]"
ENSG00000152620,5,NADK2,10,"NAD kinase 2, mitochondrial [Source:HGNC Symbol;Acc:26404]"
ENSG00000152683,2,SLC30A6,10,"solute carrier family 30 (zinc transporter), member 6 [Source:HGNC Symbol;Acc:19305]"
ENSG00000153291,6,SLC25A27,9,"solute carrier family 25, member 27 [Source:HGNC Symbol;Acc:21065]"
ENSG00000153574,2,RPIA,1,ribose 5-phosphate isomerase A [Source:HGNC Symbol;Acc:10297]
ENSG00000153904,1,DDAH1,11,dimethylarginine dimethylaminohydrolase 1 [Source:HGNC Symbol;Acc:2715]
ENSG00000154079,6,C6orf57,2,chromosome 6 open reading frame 57 [Source:HGNC Symbol;Acc:20957]
ENSG00000154174,3,TOMM70A,3,translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:11985]
ENSG00000154258,17,ABCA9,9,"ATP-binding cassette, sub-family A (ABC1), member 9 [Source:HGNC Symbol;Acc:39]"
ENSG00000154358,1,OBSCN,15,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF [Source:HGNC Symbol;Acc:15719]"
ENSG00000154518,2,ATP5G3,5,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C3 (subunit 9) [Source:HGNC Symbol;Acc:843]"
ENSG00000154719,21,MRPL39,3,mitochondrial ribosomal protein L39 [Source:HGNC Symbol;Acc:14027]
ENSG00000154723,21,ATP5J,8,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6 [Source:HGNC Symbol;Acc:847]"
ENSG00000154814,3,OXNAD1,9,oxidoreductase NAD-binding domain containing 1 [Source:HGNC Symbol;Acc:25128]
ENSG00000154930,20,ACSS1,6,acyl-CoA synthetase short-chain family member 1 [Source:HGNC Symbol;Acc:16091]
ENSG00000155008,X,APOOL,1,apolipoprotein O-like [Source:HGNC Symbol;Acc:24009]
ENSG00000155189,8,AGPAT5,7,1-acylglycerol-3-phosphate O-acyltransferase 5 [Source:HGNC Symbol;Acc:20886]
ENSG00000155287,10,SLC25A28,4,"solute carrier family 25 (mitochondrial iron transporter), member 28 [Source:HGNC Symbol;Acc:23472]"
ENSG00000155368,2,DBI,10,"diazepam binding inhibitor (GABA receptor modulator, acyl-CoA binding protein) [Source:HGNC Symbol;Acc:2690]"
ENSG00000155380,1,SLC16A1,8,"solute carrier family 16 (monocarboxylate transporter), member 1 [Source:HGNC Symbol;Acc:10922]"
ENSG00000155463,14,OXA1L,12,oxidase (cytochrome c) assembly 1-like [Source:HGNC Symbol;Acc:8526]
ENSG00000155542,5,SETD9,10,SET domain containing 9 [Source:HGNC Symbol;Acc:28508]
ENSG00000155906,6,RMND1,4,required for meiotic nuclear division 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:21176]
ENSG00000155957,12,TMBIM4,12,transmembrane BAX inhibitor motif containing 4 [Source:HGNC Symbol;Acc:24257]
ENSG00000156026,10,MCU,11,mitochondrial calcium uniporter [Source:HGNC Symbol;Acc:23526]
ENSG00000156170,8,NDUFAF6,20,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 [Source:HGNC Symbol;Acc:28625]"
ENSG00000156398,10,SFXN2,13,sideroflexin 2 [Source:HGNC Symbol;Acc:16086]
ENSG00000156411,14,C14orf2,12,chromosome 14 open reading frame 2 [Source:HGNC Symbol;Acc:1188]
ENSG00000156467,8,UQCRB,9,ubiquinol-cytochrome c reductase binding protein [Source:HGNC Symbol;Acc:12582]
ENSG00000156469,8,MTERFD1,5,MTERF domain containing 1 [Source:HGNC Symbol;Acc:24258]
